code,name,market,type
AUVI,Applied UV IncアプライドUV,NASDAQ,stock
AVA,Avista Corporationアビスタ,NYSE,stock
AVAH,Aveanna Healthcare Holdings Incアビーナ　ヘルスケア　ホールディングス,NASDAQ,stock
AVAN,Avanti Acquisition Corp Aアヴァンティ アクイジション A,NYSE,stock
AVAV,Aerovironmentエアロバイロメント,NASDAQ,stock
AVD,American Vanguard Corpアメリカン バンガード,NYSE,stock
AVDX,AvidXchange Holdings Incアビッドエクスチェンジ・ホールディングス,NASDAQ,stock
AVGO,Broadcomブロードコム,NASDAQ,stock
AVGR,Avinger Incアビンジャー,NASDAQ,stock
AVIR,Atea Pharmaceuticals Inc アテア ファーマスーティカルズ,NASDAQ,stock
AVNS,Avanos Medicalアヴァノス メディカル,NYSE,stock
AVNT,Avient Corporationアビエント,NYSE,stock
AVNW,Aviat Networksアビアット ネットワークス,NASDAQ,stock
AVO,Mission Produce Incミッション　プロデュース　インク,NASDAQ,stock
AVPT,AvePoint Inc Aアブポイント A,NASDAQ,stock
AVT,Avnetアヴネット,NASDAQ,stock
AVTE,Aerovate Therapeutics Incエアロベート セラピューティクス,NASDAQ,stock
AVTR,Avantor Incアバンター,NYSE,stock
AVTX,Avalo Therapeutics Incアヴァロ　セラピューティクス,NASDAQ,stock
AVXL,Anavex Life Sciences Corpアナベックス ライフ サイエンシズ,NASDAQ,stock
AVY,Avery Dennisonエイブリー デニソン,NYSE,stock
AWH,Aspira Women's Health Incアスピラ ウィメンズ ヘルス,NASDAQ,stock
AWI,Armstrong World Industriesアームストロング ワールド インダストリーズ,NYSE,stock
AWIN,AERWINS Technologies Incエアウィンズ テクノロジー インク A,NASDAQ,stock
AWK,American Water Worksアメリカン ウォーター ワークス,NYSE,stock
AWR,American States Waterアメリカン ステーツ ウォーター,NYSE,stock
AWRE,Aware Inc of Massachusettsアウェア オブ マサチューセッツ,NASDAQ,stock
AWX,Avalon Holdings Corporation Aアヴァロン ホールディングス A,NYSE,stock
AX,Axos Financial Incアクソス ファイナンシャル,NYSE,stock
AXDX,Accelerate Diagnostics Incアクセレレート ダイアグノスティクス,NASDAQ,stock
AXGN,Axogenアクソジェン,NASDAQ,stock
AXL,American Axle &amp; Manufacturing Holdings Incアメリカン アクスル アンド マニュファクチャリング ホールディングス,NYSE,stock
AXON,Axon Enterpriseアクソン エンタープライズ,NASDAQ,stock
AXP,American Expressアメリカン エキスプレス,NYSE,stock
AXR,AMREP Corpアムレップ,NYSE,stock
AXS,Axis Capital Holdingsアクシス キャピタル ホールディングス,NYSE,stock
AXSM,Axsome Therapeutics Incアクサム セラピューティクス,NASDAQ,stock
AXTA,Axalta Coating Systemsアクサルタ コーティング システムズ,NYSE,stock
AXTI,AXT IncAXT,NASDAQ,stock
AXU,Alexco Resource Corpアレックスコー リソース,NYSE,stock
AYI,Acuity Brands Incアキュイティー ブランズ,NYSE,stock
AYRO,AYRO Incアイロ,NASDAQ,stock
AYTU,Aytu BioPharma Incアイトゥ バイオファーマ,NASDAQ,stock
AYX,Alteryx Aアルテリックス A,NYSE,stock
AZEK,The AZEK Co IncAZEK Co Inc/The,NYSE,stock
AZO,AutoZoneオートゾーン,NYSE,stock
AZPN,Aspen Technologyアスペン テクノロジー,NASDAQ,stock
AZTA,Azenta Incアゼンタ インク,NASDAQ,stock
AZZ,AZZ Incエーゼットゼット,NYSE,stock
BA,The Boeingボーイング,NYSE,stock
BAC,Bank of Americaバンク オブ アメリカ,NYSE,stock
BACK,Imac Holdings Incアイマック ホールディングス,NASDAQ,stock
BAER,Bridger Aerospace Group Holdings Incブリッジャー エアロスペース グループ,NASDAQ,stock
BAFN,BayFirst Financial Corpベイファースト ファイナンシャル,NASDAQ,stock
BAH,Booz Allen Hamilton Holding Aブーズ アレン ハミルトン ホールディング A,NYSE,stock
BALL,Ball Corpボール,NYSE,stock
BALY,Bally's Corpバリーズ コープ,NYSE,stock
BAM,Brookfield Asset Management Aブルックフ-ィルド アセットマネジメント A,NYSE,stock
BANC,Banc Of Californiaバンク オブ カリフォルニア,NYSE,stock
BAND,Bandwidth Inc Aバンドウィズ A,NASDAQ,stock
BANF,BancFirstバンクファースト,NASDAQ,stock
BANR,Bannerバナー,NASDAQ,stock
BAP,CrediCorp Ltdクレディコープ,NYSE,stock
BARK,BARK INCバーク インク,NYSE,stock
BASE,Couchbase Inc カウチベース,NASDAQ,stock
BATL,Battalion Oil Corpバッタリオン　オイル,NYSE,stock
BAX,Baxter Internationalバクスター インターナショナル,NYSE,stock
BAYA,Bayview Acquisition Corp Aベイビュー アクイジション A,NASDAQ,stock
BB,Blackberryブラックベリー,NYSE,stock
BBAI,BigBearai Holdings Incビッグベアーai,NASDAQ,stock
BBCP,Concrete Pumping Holdings Incコンクリート ポンピング ホールディングス,NASDAQ,stock
BBDC,Barings BDC Incベアリングス BDC,NYSE,stock
BBGI,Beasley Broadcast Grp Inc -Aビーズリー　ブロードキャスト　グループ　Ａ,NASDAQ,stock
BBIO,Bridgebio Pharma Incブリッジバイオ ファーマ,NASDAQ,stock
BBLG,Bone Biologics Corporationボーン バイオロジック コーポレーション,NASDAQ,stock
BBSI,Barrett Business Services Incバレット ビジネス サービシーズ,NASDAQ,stock
BBW,Build A Bear Workshopビルド ア ベア ワークショップ,NYSE,stock
BBWI,Bath &amp; Body Works Incバス アンド ボディ ワークス,NYSE,stock
BBY,Best Buyベスト バイ,NYSE,stock
BC,Brunswickブランズウィック,NYSE,stock
BCAB,BioAtla Incバイオアトラ　インク,NASDAQ,stock
BCAL,California BanCorpカリフォルニア バンコープ,NASDAQ,stock
BCAX,Bicara Therapeutics Incビカラ セラピューティクス,NASDAQ,stock
BCBP,BCB BancorpBCBバンコープ,NASDAQ,stock
BCC,Boise Cascadeボイス カスケード,NYSE,stock
BCDA,BioCardia Incバイオカーディア,NASDAQ,stock
BCE,BCEビーシーイー,NYSE,stock
BCG,Binah Capital Group Incビナー キャピタル グループ インク,NASDAQ,stock
BCLI,BrainStorm Cell Therapeuticsブレインストーム セル セラピューティクス,NASDAQ,stock
BCML,BayCom Corpベイコム,NASDAQ,stock
BCO,The Brink'sブリンクス,NYSE,stock
BCPC,Balchem Corpバルケム,NASDAQ,stock
BCRX,Biocryst Pharmaceuticalsバイオクリスト ファーマシューティカルズ,NASDAQ,stock
BCTX,BriaCell Therapeutics Corpブリアセル セラピューティクス,NASDAQ,stock
BDC,Belden Incベルデン,NYSE,stock
BDL,Flanigan's Enterprises Incﾌﾗﾆｶﾞﾝｽﾞ･ｴﾝﾀｰﾌﾟﾗｲｾﾞｽﾞ,NYSE,stock
BDSX,Biodesix Incバイオデシックス　インク,NASDAQ,stock
BDTX,Black Diamond Therapeutics Incブラック ダイヤモンド セラピューティクス,NASDAQ,stock
BDX,Becton Dickinsonベクトン ディッキンソン,NYSE,stock
BE,Bloom Energy Aブルーム エナジー A,NYSE,stock
BECN,Beacon Roofing Supplyビーコン ルーフィング サプライ,NASDAQ,stock
BEEM,Beam Globalビーム　グローバル,NASDAQ,stock
BEEP,Mobile Infrastructure Corporationモバイル インフラストラクチャー,NYSE,stock
BELFA,Bel Fuse IncAベルヒューズA,NASDAQ,stock
BELFB,Bel Fuse Inc Bベル フューズ B,NASDAQ,stock
BEN,Franklin Resourcesフランクリン リソーシズ,NYSE,stock
BENF,Beneficient Aベネフィシエント A,NASDAQ,stock
BEPC,Brookfield Renewable Corporation Aブルックフィールド　リニューアブル　A,NYSE,stock
BERY,Berry Global Group Incベリー グローバル グループ,NYSE,stock
BETR,Better Home &amp; Finance Holding Aベターホーム &amp; ファイナンス A,NASDAQ,stock
BFAC,Battery Future Acquisition Corp Aバッテリー フューチャー アクイジション A,NYSE,stock
BFAM,Bright Horizons Family Solutionsブライトホライズンファミリーソリューション,NYSE,stock
BFC,Bank First Corpバンク ファースト コープ,NASDAQ,stock
BFH,Bread Financial Holdings Incブレッド フィナンシャル ホールディングス,NYSE,stock
BFIN,Bankfinancial Corpバンクフィナンシャル,NASDAQ,stock
BFLY,Butterfly Network Inc バタフライネットワーク,NYSE,stock
BFRI,Biofrontera Incバイオフロンテラ インク,NYSE,stock
BFST,Business First Bancshares Incビジネス ファースト バンクシェアーズ,NASDAQ,stock
BG,Bungeブンゲ,NYSE,stock
BGC,BGC Group Inc ABGC グループ A,NASDAQ,stock
BGFV,Big 5 Sporting Goods Corpビッグ５スポーティング グッズ,NASDAQ,stock
BGI,Birks Group Incバークス グループ,NYSE,stock
BGM,BGM Group LtdBGM グループ,NASDAQ,stock
BGS,B&amp;G FoodsB&amp;Gフーズ,NYSE,stock
BGSF,BGSF IncBGSF,NYSE,stock
BH,Biglari Holdings Inc Bビグラリ ホールディングス B,NYSE,stock
BHB,Bar Harbor Bankshares Incバー ハーバー バンクシェアーズ,NYSE,stock
BHC,Bausch Healthボシュ ヘルス,NYSE,stock
BHE,Benchmark Electronics Incベンチマーク エレクトロニクス,NYSE,stock
BHF,Brighthouse Financialブライトハウス ファイナンシャル,NASDAQ,stock
BHIL,Benson Hill Incベンソン ヒル,NASDAQ,stock
BHLB,Berkshire Hills Bancorp Incバークシャイアヒルズ バンコープ,NYSE,stock
BHRB,Burke &amp; Herbert Financial Services Corpバーク &amp; ハーバート フィナンシャル,NASDAQ,stock
BHVN,Biohaven Ltdバイオヘブン,NYSE,stock
BIGC,BigCommerce Holdings Incビッグコマース　ホールディングス,NASDAQ,stock
BIIB,Biogenバイオジェン,NASDAQ,stock
BILL,BILL Holdings Incビル ホールディングス,NYSE,stock
BIMI,BIMI International Medical IncBIMI インターナショナル メディカル,NASDAQ,stock
BIO,Bio-Rad Laboratories Aバイオ ラッド ラボラトリーズ A,NYSE,stock
BIOA,Bioage Labs Incバイオエイジ ラボ インク,NASDAQ,stock
BIOL,Biolase Incバイオレーズ,NASDAQ,stock
BIOX,Bioceres Crop Solutions Corp バイオセレス クロップ ソリューションズ,NASDAQ,stock
BIPC,Brookfield Infrastructure Corporation Aブルックフィールド A,NYSE,stock
BIRD,Allbirds Incオールバーズ,NASDAQ,stock
BITF,Bitfarms Ltd/Canadaビットファームズ,NASDAQ,stock
BIVI,BioVie Incバイオヴィ,NASDAQ,stock
BJ,BJ's Wholesale Club HoldingsBJ'sホールセールクラブ,NYSE,stock
BJDX,Bluejay Diagnostics Incブルージェイ ダイアグノースティスス,NASDAQ,stock
BJRI,BJ's Restaurants Incビージェーズ レストラン,NASDAQ,stock
BK,Bank of New York Mellonバンク オブ ニューヨーク メロン,NYSE,stock
BKD,Brookdale Senior Livingブルックデール シニア リビング,NYSE,stock
BKE,Buckle Incバックル,NYSE,stock
BKH,Black Hills Corporationブラック ヒルズ,NYSE,stock
BKHA,Black Hawk Acquisition Corpブラック ホーク アクイジション,NASDAQ,stock
BKKT,Bakkt Holdings IncBakkt ホールディングス,NYSE,stock
BKNG,Booking Holdingsブッキング ホールディングス,NASDAQ,stock
BKR,Baker Hughes Aベーカーヒューズ A,NASDAQ,stock
BKSY,BlackSky Technology Inc Aブラックスカイ　テクノロジー A,NYSE,stock
BKTI,BK Technologies CorporationBK テクノロジーズ,NYSE,stock
BKU,Bankunited Incバンクユナイテッド,NYSE,stock
BKV,BKV CorporationBKV コーポレーション,NYSE,stock
BKYI,BIO-key International Incバイオ キー インターナショナル,NASDAQ,stock
BL,Blacklineブラックライン,NASDAQ,stock
BLAC,Bellevue Life Sciences Acquisition Corpベルビュー ライフ サイエンシズ アクイジ,NASDAQ,stock
BLBD,Blue Bird Corpブルー バード,NASDAQ,stock
BLBX,Blackboxstocks Incブラックボックスストックス,NASDAQ,stock
BLCO,Bausch + Lomb Corpボシュロム　コープ,NYSE,stock
BLD,TopBuild Corpトップビルド,NYSE,stock
BLDE,Blade Air Mobility Inc Aブレード エアー モビリティ A,NASDAQ,stock
BLDP,Ballard Power Systemsバラード パワー システムズ,NASDAQ,stock
BLDR,Builders FirstSource Incビルダーズ ファーストソース,NASDAQ,stock
BLFS,Biolife Solutions Incバイオライフ ソリューションズ,NASDAQ,stock
BLFY,Blue Foundry Bancorpブルー ファウンドリー バンコープ,NASDAQ,stock
BLIN,Bridgeline Digital Incブリッジライン,NASDAQ,stock
BLK,BlackRock Aブラックロック A,NYSE,stock
BLKB,Blackbaud Incブラックボー,NASDAQ,stock
BLMN,Bloomin' Brandsブルーミン ブランズ,NASDAQ,stock
BLND,Blend Labs Incブレンド・ラブス,NYSE,stock
BLNE,Beeline Holdings Incビーライン ホールディングス,NASDAQ,stock
BLNK,Blink Chargingブリンク チャージング,NASDAQ,stock
BLUA,BlueRiver Acquisition Corpブルーリバー アクイジション,NYSE,stock
BLUE,Bluebirdブルーバード バイオ,NASDAQ,stock
BLX,Banco Latinoamericano de Comercio Exterior SAバンコラティーノ アメリカーノ デ コメルシオ エクステリオ,NYSE,stock
BLZE,Backblaze Incバックブレイズ,NASDAQ,stock
BMBL,Bumble Incバンブル　A,NASDAQ,stock
BMEA,Biomea Fusion Incバイオメア フュージョン,NASDAQ,stock
BMI,Badger Meter Incバッジャー メーター,NYSE,stock
BMO,Bank of Montrealバンク オブ モントリオール,NYSE,stock
BMRA,Biomerica Incﾊﾞｲｵﾒﾘｶ,NASDAQ,stock
BMRC,Bank of Marin Bancorpバンク オブ マリン バンコープ,NASDAQ,stock
BMRN,BioMarin Pharmaceuticalバイオマリン ファーマシューティカル,NASDAQ,stock
BMTC,Bryn Mawr Bank Corpブリンマー バンク,NASDAQ,stock
BMY,Bristol-Myers Squibbブリストル マイヤーズ スクイブ,NYSE,stock
BN,Brookfield Corporationブルックフィールド　コーポレーション,NYSE,stock
BNAI,Brand Engagement Network Incブランド エンゲージメント ネットワーク,NASDAQ,stock
BNED,Barnes &amp; Noble Education Incバーンズ＆ノーブル エデュケーション,NYSE,stock
BNGO,BioＮano Genomics Incバイオナノ ジェノミクス,NASDAQ,stock
BNIX,Bannix Acquisition Corpバニックス アクイジション,NASDAQ,stock
BNS,Bank of Nova Scotiaバンク オブ ノバ スコシア,NYSE,stock
BNTC,Benitec Biopharma Incベニティック バイオファーマ,NASDAQ,stock
BNZI,Banzai International Inc Aバンザイ インターナショナル A,NASDAQ,stock
BOC,Boston Omaha Corp Aボストン オマハ A,NYSE,stock
BODI,The Beachbody Company Inc Aビーチボディ A,NYSE,stock
BOH,Bank of Hawaii Corporationバンク オブ ハワイ,NYSE,stock
BOKF,BOK FinancialBOK ファイナンシャル,NASDAQ,stock
BOLT,Bolt Biotherapeutics Incボルト　バイトセラピューティクス　インク,NASDAQ,stock
BON,Bon Natural Life Ltd Aボン ナチュラル ライフ A,NASDAQ,stock
BOOM,DMC Global IncDMCグローバル,NASDAQ,stock
BOOT,Boot Barn Holdings Incブート バーン ホールディングス,NYSE,stock
BORR,Borr Drilling Limitedボア ドリリング,NYSE,stock
BOSC,BOS Better On-Line SolutionsBOS ベター,NASDAQ,stock
BOTJ,Bank of the James Financial Group Incバンク オブ ザ ジェイムス,NASDAQ,stock
BOW,Bowhead Specialty Holdings Incボウヘッド スペシャルティ,NYSE,stock
BOWN,Bowen Acquisition Corpボウエン アクイジション,NASDAQ,stock
BOX,Box Aボックス A,NYSE,stock
BOXL,Boxlight CorporationAボックスライトA,NASDAQ,stock
BPMC,Blueprint Medicines Corporationブループリント メディスン,NASDAQ,stock
BPOP,Popular Inc ポプラール,NASDAQ,stock
BPRN,Princeton Bancorp Incプリンストン バンコープ,NASDAQ,stock
BR,Broadridge Financial Solutionsブロードリッジ フィナンシャル ソリューションズ,NYSE,stock
BRAC,Broad Capital Acquisition Corporationブロード キャピタル アクイジション,NASDAQ,stock
BRAG,Bragg Gaming Group Inc.Bragg ゲーミング グループ,NASDAQ,stock
BRBR,BellRing Brands Incベルリング ブランドズ,NYSE,stock
BRBS,"Blue Ridge Bankshares, Inc.ブルー リッジ バンクシェアーズ",NYSE,stock
BRC,Brady Corporation Aブレイディー コーポレーション A,NYSE,stock
BRCC,BRC Inc ABRC インク A,NASDAQ,stock
BREZ,Breeze Holdings Acquisitionブリーズ　ホールディングス　アクイジション,NASDAQ,stock
BRFH,Barfresh Food Group Incバーフレッシュ フード グループ,NASDAQ,stock
BRID,Bridgford Foods Corporationブリッジフォード フーズ,NASDAQ,stock
BRKB,Berkshire Hathaway Bバークシャー ハサウェイ B,NYSE,stock
BRKL,Brookline Bancorp Incブルックリン バンコープ,NASDAQ,stock
BRKR,Brukerブルカー,NASDAQ,stock
BRLS,Borealis Foods Incボレアリス フーズ,NASDAQ,stock
BRLT,Brilliant Earth Group Inc Aブリリアント アース グループ A,NASDAQ,stock
BRN,Barnwell Industries Incバンウェル インダストリーズ,NYSE,stock
BRO,Brown &amp; Brownブラウン アンド ブラウン,NYSE,stock
BROG,Brooge Energy Ltdブルージュ エナジー,NASDAQ,stock
BROS,Dutch Bros Inc Aダッチ ブロス A,US,stock
BRPM,B Riley Principal 150 Merger Corp AB ライリー プリンシパル 150 マージャー A,NASDAQ,stock
BRTX,Biorestorative Therapies Incバイオレストラティブ セラピーズ インク,NASDAQ,stock
BRY,Berryベリー,NASDAQ,stock
BRZE,Braze Incブレイズ,NASDAQ,stock
BSBK,Bogota Financial Corpボゴタ ファイナンシャル,NASDAQ,stock
BSET,Bassett Furniture Industries Incorporatedバセット ファニチャー インダストリーズ,NASDAQ,stock
